MEDICATION_NM,ingredient,concept_id
INV PREDNISOLONE ACETATE (20190505) 1 % OPHTHALMIC SUSPENSION (2021-6921)(UCI 21-07),ophthalmic suspension,
NAFCILLIN SODIUM 2 GM IJ SOLR,nafcillin sodium,1713930
THEOPHYLLINE CR 300 MG OR TB12,theophylline cr,1237049
THEOPHYLLINE CR 300 MG OR TB12,mg or tb,
AZTREONAM 2 GM IJ SOLR,aztreonam,1715117
TOPIRAMATE ER 200 MG PO CP24,topiramate er,742267
TOPIRAMATE ER 200 MG PO CP24,mg po cp,
PRASUGREL HCL 10 MG PO TABS,prasugrel hcl,40163718
DISOPYRAMIDE PHOSPHATE 150 MG OR CAPS,disopyramide phosphate,1335606
DISOPYRAMIDE PHOSPHATE 150 MG OR CAPS,mg or caps,
RIOCIGUAT 1 MG PO TABS,riociguat,44506752
TREPROSTINIL 50 MG/20ML IJ SOLN,treprostinil,1327256
PALIPERIDONE ER 1.5 MG PO TB24,paliperidone er,703244
PALIPERIDONE ER 1.5 MG PO TB24,mg po tb,
ALLOPURINOL 20 MG/ML OR SUSP (COMPOUNDED),allopurinol,1167322
ALLOPURINOL 20 MG/ML OR SUSP (COMPOUNDED),ml or susp,
RETAPAMULIN 1 % EX OINT,retapamulin,991003
RETAPAMULIN 1 % EX OINT,ex oint,
PLASMA-LYTE A IV SOLN - ML/KG/HR DOSING (UCI),plasma,
PLASMA-LYTE A IV SOLN - ML/KG/HR DOSING (UCI),lyte a iv soln,
PLASMA-LYTE A IV SOLN - ML/KG/HR DOSING (UCI),hr dosing,
PALIPERIDONE PALMITATE ER 156 MG/ML IM SUSY,paliperidone palmitate er,703244
PALIPERIDONE PALMITATE ER 156 MG/ML IM SUSY,ml im susy,
DOBUTAMINE 5 MG/ML PEDS INFUSION >=45KG (UCI),dobutamine,1337720
DOBUTAMINE 5 MG/ML PEDS INFUSION >=45KG (UCI),ml peds infusion,
DORZOLAMIDE HCL-TIMOLOL MAL PF 2-0.5 % OP SOLN,dorzolamide hcl,981709
DORZOLAMIDE HCL-TIMOLOL MAL PF 2-0.5 % OP SOLN,timolol mal pf,902427
DORZOLAMIDE HCL-TIMOLOL MAL PF 2-0.5 % OP SOLN,op soln,
NICARDIPINE HCL 20 MG OR CAPS,nicardipine hcl,1318137
NICARDIPINE HCL 20 MG OR CAPS,mg or caps,
NITROGLYCERIN 100 MCG/ML IV 10 ML (UCI),nitroglycerin,1361711
NITROGLYCERIN 100 MCG/ML IV 10 ML (UCI),ml iv,
NEPAFENAC 0.1 % OP SUSP,nepafenac,909795
NEPAFENAC 0.1 % OP SUSP,op susp,
AZITHROMYCIN 500 MG IV SOLR,azithromycin,1734104
AZITHROMYCIN 500 MG IV SOLR,mg iv solr,
A+D DIAPER RASH EX CREA,d diaper rash ex crea,
TECHNETIUM TC 99M PYROPHOSPHATE IV KIT,technetium tc,702006
TECHNETIUM TC 99M PYROPHOSPHATE IV KIT,pyrophosphate iv kit,43012944
DULOXETINE HCL 40 MG PO CSDR,duloxetine hcl,715259
DULOXETINE HCL 40 MG PO CSDR,mg po csdr,
DULOXETINE HCL 20 MG PO CSDR,duloxetine hcl,715259
DULOXETINE HCL 20 MG PO CSDR,mg po csdr,
HYDROXYUREA 100 MG PO TABS,hydroxyurea,1377141
BREXPIPRAZOLE 0.5 MG PO TABS,brexpiprazole,46275300
GLYCOPYRROLATE 1 MG/5ML IJ SOSY,glycopyrrolate,
GLYCOPYRROLATE 1 MG/5ML IJ SOSY,ij sosy,
CYCLOPHOSPHAMIDE 25 MG OR TABS,cyclophosphamide,1310317
INV NARSOPLIMAB (US-UCI-00001) IVPB (UCI 21-142),inv narsoplimab,
INV NARSOPLIMAB (US-UCI-00001) IVPB (UCI 21-142),ivpb,
NOREPINEPHRINE 4 MCG/ML IN SODIUM CHLORIDE INJECTION (UCI),norepinephrine,1321341
NOREPINEPHRINE 4 MCG/ML IN SODIUM CHLORIDE INJECTION (UCI),ml in sodium chloride injection,
PANTOPRAZOLE IV BOLUS 80 MG IN 20 ML NS,pantoprazole iv bolus,948078
PANTOPRAZOLE IV BOLUS 80 MG IN 20 ML NS,ml ns,
THEOPHYLLINE 400 MG OR TB24,theophylline,1237049
THEOPHYLLINE 400 MG OR TB24,mg or tb,
EPHEDRINE SULFATE 5 MG/ML IV SOLN,ephedrine sulfate,1143374
EPHEDRINE SULFATE 5 MG/ML IV SOLN,ml iv soln,
DEXTROSE 25 % IV SOLN,dextrose,
CEFAZOLIN-DEXAMETHASONE OPHTHALMIC INJECTION (OPTIME),cefazolin,1771162
CEFAZOLIN-DEXAMETHASONE OPHTHALMIC INJECTION (OPTIME),dexamethasone ophthalmic injection,1518254
NYSTATIN-TRIAMCINOLONE 100000-0.1 UNIT/GM-% EX CREA,nystatin,922570
NYSTATIN-TRIAMCINOLONE 100000-0.1 UNIT/GM-% EX CREA,triamcinolone,903963
NYSTATIN-TRIAMCINOLONE 100000-0.1 UNIT/GM-% EX CREA,unit,
NYSTATIN-TRIAMCINOLONE 100000-0.1 UNIT/GM-% EX CREA,ex crea,
AMOXICILLIN 250 MG OR CAPS,amoxicillin,1713332
AMOXICILLIN 250 MG OR CAPS,mg or caps,
DEXTROSE 50% INFUSION,dextrose,
DEXTROSE 50% INFUSION,infusion,
FERRIC CITRATE 1 GM 210 MG(FE) PO TABS,ferric citrate,45776202
ERTAPENEM IV 1 GM IN NS,ertapenem iv,1717963
ERTAPENEM IV 1 GM IN NS,gm in ns,
HYDROmorphone (DILAUDID) 0.5 mg/mL PCA infusion  - ADS OVERRIDE,hydromorphone,1126658
HYDROmorphone (DILAUDID) 0.5 mg/mL PCA infusion  - ADS OVERRIDE,ml pca infusion,
ENCORAFENIB 75 MG PO CAPS,encorafenib,1559914
ENCORAFENIB 75 MG PO CAPS,mg po caps,
CARBIDOPA-LEVODOPA 25-100 MG OR TBDP,carbidopa,740560
CARBIDOPA-LEVODOPA 25-100 MG OR TBDP,levodopa,789578
CARBIDOPA-LEVODOPA 25-100 MG OR TBDP,mg or tbdp,
CETIRIZINE-PSEUDOEPHEDRINE 5-120 MG OR TB12,cetirizine,1149196
CETIRIZINE-PSEUDOEPHEDRINE 5-120 MG OR TB12,pseudoephedrine,1154332
CETIRIZINE-PSEUDOEPHEDRINE 5-120 MG OR TB12,mg or tb,
DEXMEDETOMIDINE HCL IN NACL 200 MCG/50ML IV SOLN,dexmedetomidine hcl in nacl,19061088
DOXERCALCIFEROL 0.5 MCG OR CAPS,doxercalciferol,1512446
DOXERCALCIFEROL 0.5 MCG OR CAPS,mcg or caps,
CLONIDINE 100 MCG/ML OR SUSP (COMPOUNDED),clonidine,1398937
CLONIDINE 100 MCG/ML OR SUSP (COMPOUNDED),ml or susp,
ISOSOURCE HN OR LIQD,isosource hn or liqd,
INV TTX-030 (TTX-030-002) 2220 MG IVPB (2020-5857)(UCI 19-119),inv ttx,
INV TTX-030 (TTX-030-002) 2220 MG IVPB (2020-5857)(UCI 19-119),mg ivpb,
METHYLPREDNISOLONE 4 MG OR KIT,methylprednisolone,1506270
METHYLPREDNISOLONE 4 MG OR KIT,mg or kit,
VIGABATRIN 500 MG PO PACK,vigabatrin,19020002
VIGABATRIN 500 MG PO PACK,mg po pack,
FENTANYL CITRATE (PF) 250 MCG/5ML IJ SOLN INTRANASAL (ANESTHESIA) (UCI),fentanyl citrate,1154029
FENTANYL CITRATE (PF) 250 MCG/5ML IJ SOLN INTRANASAL (ANESTHESIA) (UCI),ij soln intranasal,
CARBOPLATIN 600 MG/60ML IV SOLN,carboplatin,1344905
METHIONINE 500 MG OR CAPS,methionine,19004724
METHIONINE 500 MG OR CAPS,mg or caps,
CYANOCOBALAMIN 2500 MCG PO TABS,cyanocobalamin,
CYANOCOBALAMIN 2500 MCG PO TABS,mcg po tabs,
CYANOCOBALAMIN 100 MCG OR TABS,cyanocobalamin,
POLY-VI-SOL OR SOLN,poly,
POLY-VI-SOL OR SOLN,vi,
POLY-VI-SOL OR SOLN,sol or soln,
S-ADENOSYLMETHIONINE 200 MG OR TABS,s,
S-ADENOSYLMETHIONINE 200 MG OR TABS,adenosylmethionine,
TEMOZOLOMIDE 5 MG OR CAPS,temozolomide,1341149
TEMOZOLOMIDE 5 MG OR CAPS,mg or caps,
ALPHA LIPOIC ACID 200 MG PO CAPS,alpha lipoic acid,
ALPHA LIPOIC ACID 200 MG PO CAPS,mg po caps,
INV NEXOBRID (MW2018-06-21) 2 GRAM GEL (2020-5958)(UCI CCR 19-128),inv nexobrid,
INV NEXOBRID (MW2018-06-21) 2 GRAM GEL (2020-5958)(UCI CCR 19-128),gram gel,
CLADRIBINE CHEMO INFUSION (UCI),cladribine chemo infusion,19054825
DECITABINE CHEMO INFUSION (UCI),decitabine chemo infusion,19024728
ROCURONIUM 500 MG/100 ML NS INFUSION (UCI),rocuronium,19003953
ROCURONIUM 500 MG/100 ML NS INFUSION (UCI),ml ns infusion,
PROBIOTIC DAILY PO CAPS,probiotic daily po caps,
GUANFACINE HCL ER 1 MG PO TB24,guanfacine hcl er,1344965
GUANFACINE HCL ER 1 MG PO TB24,mg po tb,
TREPROSTINIL 100 MG/20ML IJ SOLN,treprostinil,1327256
CAPTOPRIL 1 MG/ML OR SOLN (COMPOUNDED),captopril,1340128
CAPTOPRIL 1 MG/ML OR SOLN (COMPOUNDED),ml or soln,
AMBRISENTAN 5 MG OR TABS,ambrisentan,1337068
ENZALUTAMIDE 40 MG PO TABS,enzalutamide,42900250
HYDROCORTISONE ACE-PRAMOXINE 1-1 % RE FOAM,hydrocortisone ace,975125
HYDROCORTISONE ACE-PRAMOXINE 1-1 % RE FOAM,pramoxine,927478
HYDROCORTISONE ACE-PRAMOXINE 1-1 % RE FOAM,re foam,
PROPAFENONE HCL 325 MG OR CP12,propafenone hcl,1353256
PROPAFENONE HCL 325 MG OR CP12,mg or cp,
COAGULATION FACTOR IX (RECOMB) 3000 UNITS IV KIT,coagulation factor ix,
COAGULATION FACTOR IX (RECOMB) 3000 UNITS IV KIT,units iv kit,
COAGULATION FACTOR IX (RECOMB) 2000 UNITS IV KIT,coagulation factor ix,
COAGULATION FACTOR IX (RECOMB) 2000 UNITS IV KIT,units iv kit,
QUERCETIN 250 MG OR TABS,quercetin,19060393
PILOCARPINE HCL 7.5 MG OR TABS,pilocarpine hcl,945286
ALTEPLASE 1ST INFUSION ACUTE MI (UCI),alteplase,1347450
ALTEPLASE 1ST INFUSION ACUTE MI (UCI),infusion acute mi,
benzonatate (TESSALON) 100 MG capsule  - ADS OVERRIDE,benzonatate,1136601
benzonatate (TESSALON) 100 MG capsule  - ADS OVERRIDE,mg capsule,
MAGNESIUM 100 MG OR TABS,magnesium,19124906
PROCEDURAL SODIUM CHLORIDE 0.9% IJ SOLN,procedural sodium chloride,
HISTAMINE DIHCL (DIAGNOSTIC) 6 MG/ML IJ SOLN,histamine dihcl,19069019
INV NIVOLUMAB (DF1001-001) IVPB (2020-6128)(UCI 20-67),inv nivolumab,
INV NIVOLUMAB (DF1001-001) IVPB (2020-6128)(UCI 20-67),ivpb,
AZILSARTAN-CHLORTHALIDONE 40-12.5 MG PO TABS,azilsartan,40235485
AZILSARTAN-CHLORTHALIDONE 40-12.5 MG PO TABS,chlorthalidone,1395058
PIMOZIDE 2 MG OR TABS,pimozide,745790
CEFTRIAXONE SODIUM 500 MG IJ SOLR,ceftriaxone sodium,1777806
INSULIN GLARGINE 100 UNIT/ML SC SOPN,insulin glargine,1502905
INSULIN GLARGINE 100 UNIT/ML SC SOPN,unit,
INSULIN GLARGINE 100 UNIT/ML SC SOPN,ml sc sopn,
OMADACYCLINE TOSYLATE 150 MG PO TABS,omadacycline tosylate,35200953
PIMOZIDE 1 MG OR TABS,pimozide,745790
NINTEDANIB ESYLATE 100 MG PO CAPS,nintedanib esylate,45775396
NINTEDANIB ESYLATE 100 MG PO CAPS,mg po caps,
GENTIAN VIOLET 1 % EX SOLN,gentian violet,959362
GENTIAN VIOLET 1 % EX SOLN,ex soln,
SODIUM HYALURONATE 13.8 MG/0.6ML IO SOSY,sodium hyaluronate,19136048
SODIUM HYALURONATE 13.8 MG/0.6ML IO SOSY,io sosy,
PROCAINAMIDE IVPB (UCI),procainamide ivpb,1351461
EDOXABAN TOSYLATE 30 MG PO TABS,edoxaban tosylate,45892847
CHLORPHENIRAMINE MALEATE 12 MG OR TBCR,chlorpheniramine maleate,1192710
CHLORPHENIRAMINE MALEATE 12 MG OR TBCR,mg or tbcr,
ESTRADIOL-NORETHINDRONE ACET 1-0.5 MG OR TABS,estradiol,1548195
ESTRADIOL-NORETHINDRONE ACET 1-0.5 MG OR TABS,norethindrone acet,1521369
HYDROXYCHLOROQUINE 25 MG/ML ORAL SUSPENSION (COMPOUNDED),hydroxychloroquine,1777087
HYDROXYCHLOROQUINE 25 MG/ML ORAL SUSPENSION (COMPOUNDED),ml oral suspension,
RUXOLITINIB PHOSPHATE 15 MG PO TABS,ruxolitinib phosphate,40244464
dexAMETHasone (DECADRON) 1 MG tablet  - ADS OVERRIDE,dexamethasone,1518254
dexAMETHasone (DECADRON) 1 MG tablet  - ADS OVERRIDE,mg tablet,
CEFTAZIDIME-AVIBACTAM 2.5 (2-0.5) G IV SOLR,ceftazidime,1776684
CEFTAZIDIME-AVIBACTAM 2.5 (2-0.5) G IV SOLR,avibactam,46221507
CEFTAZIDIME-AVIBACTAM 2.5 (2-0.5) G IV SOLR,g iv solr,
CLOBAZAM 2.5 MG/ML PO SUSP,clobazam,19050832
CLOBAZAM 2.5 MG/ML PO SUSP,ml po susp,
PROTAMINE SULFATE NEONATAL 10 MG/ML INJECTION (UCI),protamine sulfate neonatal,
PROTAMINE SULFATE NEONATAL 10 MG/ML INJECTION (UCI),ml injection,
FLUTICASONE-UMECLIDIN-VILANT 200-62.5-25 MCG/INH IN AEPB,fluticasone,1149380
FLUTICASONE-UMECLIDIN-VILANT 200-62.5-25 MCG/INH IN AEPB,umeclidin,
FLUTICASONE-UMECLIDIN-VILANT 200-62.5-25 MCG/INH IN AEPB,vilant,
FLUTICASONE-UMECLIDIN-VILANT 200-62.5-25 MCG/INH IN AEPB,inh in aepb,
DEKAS PLUS PO LIQD,dekas plus po liqd,
MORPHINE SULFATE (PF) 2 MG/ML IV SOLN,morphine sulfate,1110410
MORPHINE SULFATE (PF) 2 MG/ML IV SOLN,ml iv soln,
KETAMINE HCL POWD,ketamine hcl powd,785649
PROPYLENE GLYCOL 0.6 % OP SOLN,propylene glycol,929128
PROPYLENE GLYCOL 0.6 % OP SOLN,op soln,
ZINC ACETATE (ORAL) 25 MG OR CAPS,zinc acetate,979096
ZINC ACETATE (ORAL) 25 MG OR CAPS,mg or caps,
LACTATED RINGERS CRRT MACHINE POST-FILTER FLUID,lactated ringers crrt machine post,
LACTATED RINGERS CRRT MACHINE POST-FILTER FLUID,filter fluid,
LACTATED RINGERS CRRT MACHINE PRE-FILTER FLUID,lactated ringers crrt machine pre,
LACTATED RINGERS CRRT MACHINE PRE-FILTER FLUID,filter fluid,
POSACONAZOLE 300 MG/16.7ML IV SOLN,posaconazole,1704139
TETANUS IMMUNE GLOBULIN 250 UNIT/ML IM SOSY,tetanus immune globulin,35604680
TETANUS IMMUNE GLOBULIN 250 UNIT/ML IM SOSY,unit,
TETANUS IMMUNE GLOBULIN 250 UNIT/ML IM SOSY,ml im sosy,
POTASSIUM PHOPHATES 3 MMOLE/ML NEONATAL ORAL SOLN (UCI),potassium phophates,19049024
POTASSIUM PHOPHATES 3 MMOLE/ML NEONATAL ORAL SOLN (UCI),mmole,
POTASSIUM PHOPHATES 3 MMOLE/ML NEONATAL ORAL SOLN (UCI),ml neonatal oral soln,
PROCAINAMIDE INFUSION (UCI),procainamide infusion,1351461
ZINC OXIDE 30.6 % EX CREA,zinc oxide,911064
ZINC OXIDE 30.6 % EX CREA,ex crea,
TREPROSTINIL DIOLAMINE ER 2.5 MG PO TBCR,treprostinil diolamine er,1327256
TREPROSTINIL DIOLAMINE ER 2.5 MG PO TBCR,mg po tbcr,
INV IO-202 (IO-202-CL-001) 5 MG/ML IVPB (2020-6186)(UCI 20-51),inv io,
INV IO-202 (IO-202-CL-001) 5 MG/ML IVPB (2020-6186)(UCI 20-51),ml ivpb,
PHENTERMINE-TOPIRAMATE 3.75-23 MG PO CP24,phentermine,735340
PHENTERMINE-TOPIRAMATE 3.75-23 MG PO CP24,topiramate,742267
PHENTERMINE-TOPIRAMATE 3.75-23 MG PO CP24,mg po cp,
INV PRALSETINIB (BLU-667-1101) 100 MG CAPSULE (2017-3457)(UCI 16-96),inv pralsetinib,
INV PRALSETINIB (BLU-667-1101) 100 MG CAPSULE (2017-3457)(UCI 16-96),mg capsule,
HEPARIN SODIUM (PORCINE) 5000 UNIT/5ML IV SOSY,heparin sodium,35884360
HEPARIN SODIUM (PORCINE) 5000 UNIT/5ML IV SOSY,unit,
COAGULATION FACTOR IX (RECOMB) 500 UNIT IV SOLR,coagulation factor ix,
COAGULATION FACTOR IX (RECOMB) 500 UNIT IV SOLR,unit iv solr,
PANTOPRAZOLE INFUSION,pantoprazole infusion,948078
METYRAPONE 250 MG OR CAPS,metyrapone,19007490
METYRAPONE 250 MG OR CAPS,mg or caps,
INSULIN LISPRO PROT & LISPRO (50-50) 100 UNIT/ML SC SUPN,insulin lispro prot,1550023
INSULIN LISPRO PROT & LISPRO (50-50) 100 UNIT/ML SC SUPN,lispro,
INSULIN LISPRO PROT & LISPRO (50-50) 100 UNIT/ML SC SUPN,unit,
INSULIN LISPRO PROT & LISPRO (50-50) 100 UNIT/ML SC SUPN,ml sc supn,
EVOLOCUMAB 140 MG/ML SC SOSY,evolocumab,46287466
EVOLOCUMAB 140 MG/ML SC SOSY,ml sc sosy,
INV TTX-030 (TTX-030-001) IN 250 ML IVPB (2020-5945)(UCI 20-61),inv ttx,
INV TTX-030 (TTX-030-001) IN 250 ML IVPB (2020-5945)(UCI 20-61),ml ivpb,
FENOFIBRATE MICRONIZED 67 MG OR CAPS,fenofibrate micronized,1551803
FENOFIBRATE MICRONIZED 67 MG OR CAPS,mg or caps,
LEVONORGESTREL 19.5 MG IU IUD,levonorgestrel,1589505
LEVONORGESTREL 19.5 MG IU IUD,mg iu iud,
CISPLATIN 100 MG/100ML IV SOLN,cisplatin,1397599
ALPHA-LIPOIC ACID 300 MG OR CAPS,alpha,
ALPHA-LIPOIC ACID 300 MG OR CAPS,lipoic acid,36878693
ALPHA-LIPOIC ACID 300 MG OR CAPS,mg or caps,
ESTRADIOL 0.075 MG/24HR TD PTTW,estradiol,1548195
ESTRADIOL 0.075 MG/24HR TD PTTW,td pttw,
CLOZAPINE 100 MG OR TBDP,clozapine,800878
CLOZAPINE 100 MG OR TBDP,mg or tbdp,
ASHWAGANDHA 500 MG PO CAPS,ashwagandha,
ASHWAGANDHA 500 MG PO CAPS,mg po caps,
GLYCOPYRROLATE-FORMOTEROL 9-4.8 MCG/ACT IN AERO,glycopyrrolate,
GLYCOPYRROLATE-FORMOTEROL 9-4.8 MCG/ACT IN AERO,formoterol,1196677
GLYCOPYRROLATE-FORMOTEROL 9-4.8 MCG/ACT IN AERO,act in aero,
LIPO FLAVONOID PLUS PO TABS,lipo flavonoid plus po tabs,
SUVOREXANT 20 MG PO TABS,suvorexant,45775760
CYCLOSERINE 250 MG OR CAPS,cycloserine,1710446
CYCLOSERINE 250 MG OR CAPS,mg or caps,
EFINACONAZOLE 10 % EX SOLN,efinaconazole,45775080
EFINACONAZOLE 10 % EX SOLN,ex soln,
DILTIAZEM HCL CR 90 MG OR CP12,diltiazem hcl cr,1328165
DILTIAZEM HCL CR 90 MG OR CP12,mg or cp,
vecuronium (NORCURON) 10 mg injection  - ADS OVERRIDE,vecuronium,19012598
vecuronium (NORCURON) 10 mg injection  - ADS OVERRIDE,mg injection,
VANCOMYCIN IVPB 1500 MG,vancomycin ivpb,1707687
glucagon HCl (Diagnostic) (GLUCAGEN) 1 MG injection  - ADS OVERRIDE,glucagon hcl,1560278
glucagon HCl (Diagnostic) (GLUCAGEN) 1 MG injection  - ADS OVERRIDE,mg injection,
GLYCERIN (LAXATIVE) 5.6 GM/DOSE RE ENEM,glycerin,961145
GLYCERIN (LAXATIVE) 5.6 GM/DOSE RE ENEM,dose re enem,
ELUXADOLINE 100 MG PO TABS,eluxadoline,46234135
LUBRICATING JELLY EX GEL,lubricating jelly ex gel,
DALBAVANCIN IVPB (UCI),dalbavancin ivpb,45774861
PALIPERIDONE PALMITATE ER (MAINTENANCE DOSE) 156 MG/ML IM,paliperidone palmitate er,703244
PALIPERIDONE PALMITATE ER (MAINTENANCE DOSE) 156 MG/ML IM,ml im,
LISDEXAMFETAMINE DIMESYLATE 60 MG OR CAPS,lisdexamfetamine dimesylate,709567
LISDEXAMFETAMINE DIMESYLATE 60 MG OR CAPS,mg or caps,
mafenide (SULFAMYLON) 8.5% cream  - ADS OVERRIDE,mafenide,992716
mafenide (SULFAMYLON) 8.5% cream  - ADS OVERRIDE,cream,
GLUCOSAMINE CHONDR 500 COMPLEX OR CAPS,glucosamine chondr,1360332
GLUCOSAMINE CHONDR 500 COMPLEX OR CAPS,complex or caps,
TAPENTADOL HCL ER 150 MG PO TB12,tapentadol hcl er,19026459
TAPENTADOL HCL ER 150 MG PO TB12,mg po tb,
NIRMATRELVIR & RITONAVIR 20 X 150 MG & 10 X 100MG PO TBPK,nirmatrelvir,702530
NIRMATRELVIR & RITONAVIR 20 X 150 MG & 10 X 100MG PO TBPK,ritonavir,1748921
NIRMATRELVIR & RITONAVIR 20 X 150 MG & 10 X 100MG PO TBPK,po tbpk,
NILOTINIB HCL 150 MG PO CAPS,nilotinib hcl,1394023
NILOTINIB HCL 150 MG PO CAPS,mg po caps,
PHENTERMINE HCL 15 MG OR CAPS,phentermine hcl,735340
PHENTERMINE HCL 15 MG OR CAPS,mg or caps,
LIDOCAINE HCL URETHRAL/MUCOSAL 2 % EX GEL,lidocaine hcl urethral,989878
LIDOCAINE HCL URETHRAL/MUCOSAL 2 % EX GEL,mucosal,
AZTREONAM 1 GM IJ SOLR,aztreonam,1715117
CENOBAMATE 14 X 50 MG & 14 X100 MG PO TBPK,cenobamate,37497998
CENOBAMATE 14 X 50 MG & 14 X100 MG PO TBPK,mg po tbpk,
VITAMIN E 180 MG PO CAPS,mg po caps,
NOVASOURCE RENAL OR LIQD,novasource renal or liqd,
OSPEMIFENE 60 MG PO TABS,ospemifene,43525773
ALPELISIB (300 MG DAILY DOSE) 2 X 150 MG PO TBPK,alpelisib,1396423
ALPELISIB (300 MG DAILY DOSE) 2 X 150 MG PO TBPK,mg po tbpk,
MILRINONE LACTATE 20 MG/20ML IV SOLN,milrinone lactate,1368671
diphtheria-acellular pertussis-tetanus vaccine (BOOSTRIX) 5-2.5-18.5 LF-MCG/0.5 injection  - ADS OVERRIDE,diphtheria,
diphtheria-acellular pertussis-tetanus vaccine (BOOSTRIX) 5-2.5-18.5 LF-MCG/0.5 injection  - ADS OVERRIDE,acellular pertussis,
diphtheria-acellular pertussis-tetanus vaccine (BOOSTRIX) 5-2.5-18.5 LF-MCG/0.5 injection  - ADS OVERRIDE,tetanus vaccine,
diphtheria-acellular pertussis-tetanus vaccine (BOOSTRIX) 5-2.5-18.5 LF-MCG/0.5 injection  - ADS OVERRIDE,lf,
diphtheria-acellular pertussis-tetanus vaccine (BOOSTRIX) 5-2.5-18.5 LF-MCG/0.5 injection  - ADS OVERRIDE,mcg,
diphtheria-acellular pertussis-tetanus vaccine (BOOSTRIX) 5-2.5-18.5 LF-MCG/0.5 injection  - ADS OVERRIDE,injection,
PROGESTERONE 100 MG PO CAPS,progesterone,1552310
PROGESTERONE 100 MG PO CAPS,mg po caps,
POTASSIUM CHLORIDE 10 MEQ/50ML IV SOLN,potassium chloride,19049105
pancrelipase (CREON 12000) 12000 UNITS/ DR capsule  - ADS OVERRIDE,pancrelipase,990340
pancrelipase (CREON 12000) 12000 UNITS/ DR capsule  - ADS OVERRIDE,units,
pancrelipase (CREON 12000) 12000 UNITS/ DR capsule  - ADS OVERRIDE,dr capsule,
proparacaine (ALCAINE) 0.5 % ophthalmic solution  - ADS OVERRIDE,proparacaine,929504
proparacaine (ALCAINE) 0.5 % ophthalmic solution  - ADS OVERRIDE,ophthalmic solution,
OLMESARTAN-AMLODIPINE-HCTZ 40-10-12.5 MG PO TABS,olmesartan,40226742
OLMESARTAN-AMLODIPINE-HCTZ 40-10-12.5 MG PO TABS,amlodipine,1332418
OLMESARTAN-AMLODIPINE-HCTZ 40-10-12.5 MG PO TABS,hctz,
PIPERACILLIN-TAZOBACTAM NEONATAL 22.5 MG/ML INJECTION (UCI),piperacillin,1746114
PIPERACILLIN-TAZOBACTAM NEONATAL 22.5 MG/ML INJECTION (UCI),tazobactam neonatal,1741122
PIPERACILLIN-TAZOBACTAM NEONATAL 22.5 MG/ML INJECTION (UCI),ml injection,
DULOXETINE HCL 40 MG PO CPEP,duloxetine hcl,715259
DULOXETINE HCL 40 MG PO CPEP,mg po cpep,
DIPYRIDAMOLE 75 MG OR TABS,dipyridamole,1331270
DUPILUMAB 300 MG/2ML SC SOSY,dupilumab,1593467
DUPILUMAB 300 MG/2ML SC SOSY,sc sosy,
EMPTY STERILIZED MISC,empty sterilized misc,
ENOXAPARIN PED 5 MG/ML INJECTION (UCI),enoxaparin ped,1301025
ENOXAPARIN PED 5 MG/ML INJECTION (UCI),ml injection,
FAMOTIDINE 10 MG OR TABS,famotidine,953076
SEMAGLUTIDE(0.25 OR 0.5MG/DOS) 2 MG/1.5ML SC SOPN,semaglutide,793143
SEMAGLUTIDE(0.25 OR 0.5MG/DOS) 2 MG/1.5ML SC SOPN,sc sopn,
ketAMINE (KETALAR) 10 MG/ML injection  - ADS OVERRIDE,ketamine,785649
ketAMINE (KETALAR) 10 MG/ML injection  - ADS OVERRIDE,ml injection,
VERAPAMIL HCL CR 100 MG OR CP24,verapamil hcl cr,1307863
VERAPAMIL HCL CR 100 MG OR CP24,mg or cp,
BIMATOPROST 0.03 % EX SOLN,bimatoprost,904525
BIMATOPROST 0.03 % EX SOLN,ex soln,
NAFCILLIN IVPB <= 2 GM (UCI),nafcillin ivpb,1713930
FAT EMULSION 20 % NEONATAL (UCI),fat emulsion,
FAT EMULSION 20 % NEONATAL (UCI),neonatal,
EMTRICITABINE 10 MG/ML OR SOLN,emtricitabine,1703069
EMTRICITABINE 10 MG/ML OR SOLN,ml or soln,
MAGNESIUM 100 MG OR CAPS,magnesium,19124906
MAGNESIUM 100 MG OR CAPS,mg or caps,
SODIUM THIOSULFATE IV BOLUS (UCI),sodium thiosulfate iv bolus,19136048
CHOLECALCIFEROL 1.25 MG (50000 UT) PO TABS,cholecalciferol,19095164
CHOLECALCIFEROL 1.25 MG (50000 UT) PO TABS,po tabs,
vancomycin (VANCOCIN) 1 g injectable  - ADS OVERRIDE,vancomycin,1707687
vancomycin (VANCOCIN) 1 g injectable  - ADS OVERRIDE,g injectable,
LIRAGLUTIDE -WEIGHT MANAGEMENT 18 MG/3ML SC SOPN,liraglutide,40170911
LIRAGLUTIDE -WEIGHT MANAGEMENT 18 MG/3ML SC SOPN,weight management,
LIRAGLUTIDE -WEIGHT MANAGEMENT 18 MG/3ML SC SOPN,sc sopn,
INV APX001 (APX001-901 EXPANDED ACCESS) 400 MG TABLET (UCI 21-73),inv apx,
INV APX001 (APX001-901 EXPANDED ACCESS) 400 MG TABLET (UCI 21-73),mg tablet,
COQ-10 400 MG PO CAPS,coq,
COQ-10 400 MG PO CAPS,mg po caps,
LIDOCAINE-HYDROCORTISONE ACE 3-0.5 % RE CREA,lidocaine,989878
LIDOCAINE-HYDROCORTISONE ACE 3-0.5 % RE CREA,hydrocortisone ace,975125
